sku,nombre,categoria,costo,precio,stock,stock_min,dias_sin_venta,url_imagen,proveedor
14111509ARTPA,ADQUISICIÓN DE ARTÍCULOS DE OFICINA,-,,,0.0,0,0,,Grumpy
14111530,Notas de papel autoadhesivo,-,,,0.0,0,0,,Grumpy
1418HP301cc,Motosierra 2 tiempos MS170 ,-,,,0.0,0,0,,Grumpy
15100Wc,Parlante activo 15 100W con micrófono,-,,,0.0,0,0,,Grumpy
15846,"LAPIZ TORRE GEL 0,7 MM AZUL",OFICINA,,,0.0,0,0,,Grumpy
165180,Detector de Seguridad Garrett ,-,,,0.0,0,0,,Grumpy
16552,PERFORADOR T-138 NEGRA TORRE,-,,,0.0,0,0,,Grumpy
165G716GB512,HP Spectre 14-ea0001la x360i7,-,,,0.0,0,0,,Grumpy
16TOS3,TOALLA DESINFECTANTE BALDE 400 UNIDADES,-,,,0.0,0,0,,Grumpy
17973, VISORES TORRE PCARP COLGANTE 50 UNI. ,-,,,0.0,0,0,,Grumpy
19388-7, CORCHETERA PLASTICA CP-30 NEGRA P25 HJS.ISOFIT ,OFICINA,,,24.0,0,0,,Grumpy
1969312,ARCHIVADOR TORRE CARTÓN DURO OFICIO 350 HOJAS LOMO 1 12,-,,,0.0,0,0,,Grumpy
1CC,Smart TV 50UP7500 50 Ultra HD 4K WiFi,-,,,0.0,0,0,,Grumpy
1tb25,"DISCO DURO EXTERNO, 1 TB, 2.5 ANTIGOLPES",-,,,0.0,0,0,,Grumpy
1VV22AL,Tinta HP GT53 Negra,-,,,0.0,0,0,,Grumpy
20000190, BLISTER CINTA CORRECTORA ARTEL 5MM 25 METROS ,-,,,0.0,0,0,,Grumpy
20010150,MARCADOR PERMANENT 50 ARTEL PTA REDOND NEGRO,-,,,0.0,0,0,,Grumpy
20010151,MARCADOR PERMANENT 50 ARTEL PTA REDOND ROJO,-,,,0.0,0,0,,Grumpy
20010152,MARCADOR PERMANENT 50 ARTEL PTA REDOND AZUL,-,,,0.0,0,0,,Grumpy
20078,ARCHIVADOR AUCA OFICIO ANCHO SPLAST,-,,,0.0,0,0,,Grumpy
200Amp1200,Bateria 200 Amp 1200 Cca Borne Estandar,-,,,0.0,0,0,,Grumpy
20100030,CRAYON MAXI ARTEL 12 COLORES,-,,,0.0,0,0,,Grumpy
2013406, PAPEL  IMPRESIÓN DIMERC  RESMA HOJA TAMAÑO  CARTA COLOR  BLANCO 500 HOJAS,-,,,0.0,0,0,,Grumpy
2013440,PAPEL IMPRESIÓN DIPISA RESMA HOJA TAMAÑO CARTA COLOR BLANCO 500 HOJAS,-,,,0.0,0,0,,Grumpy
2040237,PAPEL IMPRESIÓN XEROX ECOLÓGICO RESMA HOJA TAMAÑO CARTA COLOR BLANCO 500 HOJAS,-,,,0.0,0,0,,Grumpy
20652020,PEGAMENTO EN BARRA GEORGI 36  GR,-,,,0.0,0,0,,Grumpy
20660497,"SET 5 PINCELES ARTEL PARA ACUARELA CONTIENES 4 PINCELES REDONDOS N 05,2,4,6 Y UN PINCEL PLANO N12",-,,,0.0,0,0,,Grumpy
21290,Cartucho de tinta LC-402XL Magenta,-,,,1.0,0,0,,Grumpy
21291,Cartucho de tinta LC-402XL Negro,-,,,2.0,0,0,,Grumpy
21292,Cartucho de tinta LC-402XL Amarillo,-,,,1.0,0,0,,Grumpy
22NAudfonosHeadsetA,22N  Headset  Audífono Bluetooth Avarax,-,,,0.0,0,0,,Grumpy
2316C005,Canon PIXMA G4110 ,-,,,0.0,0,0,,Grumpy
23414,CUAD. COLLEGE TORRE LISO MAT. 7MM. 100 H,-,,,0.0,0,0,,Grumpy
24141607,Separadores de cartón,-,,,0.0,0,0,,Grumpy
25359-6,CARPETA PROARTE PLASTIFICADA AMARILLA,-,,,0.0,0,0,,Grumpy
25480,LAPIZ GRAFITO HEXAG. TORRE IMAGIA,-,,,0.0,0,0,,Grumpy
25A400,Unidad SSD 240GB Sata3 2.5 A400,-,,,0.0,0,0,,Grumpy
25mt10,Alargador carrete 4 tomasA,-,,,0.0,0,0,,Grumpy
26238,CUAD. COLLEGE TORRE CROQUIS 100 HJS.,-,,,0.0,0,0,,Grumpy
26830, LIBRO ASISTENCIA AUCA 100 HJS ,-,,,0.0,0,0,,Grumpy
26832, LIBRO ACTAS AUCA 100 HJS ,-,,,0.0,0,0,,Grumpy
26959,BATERIA MAXXEL 9B ALCALINA,-,,,0.0,0,0,,Grumpy
27303,CUAD. UNIV. CLASICO CIUDAD 7M 100H TORRE,-,,,0.0,0,0,,Grumpy
2788B003,CANON Toner GPR-48 Negro ,-,,,0.0,0,0,,Grumpy
27911,CARPETA PLASTIFICADA AUCA VARIOS COLORES AUCA,-,,,0.0,0,0,,Grumpy
PRI29256,Clip Metálico Torini 78 mm 50 Unidades,OFICINA,,,0.0,0,0,,Grumpy
29279,Plumón Torini 12 Colores,-,,,15.0,0,0,,Grumpy
29594,Alargador Eléctrico Macrotel 15 m Macho Hembra,-,,,1.0,0,0,,Grumpy
29614,PILA ALCALINA MAXELL AAA UNIDAD,-,,,0.0,0,0,,Grumpy
3000,Asesoría postulación Convenio marco 50 inicial,-,,,0.0,0,0,,Grumpy
30016-0,DISPENSADOR CINTA ADHESIVA MED 155X65X72,-,,,0.0,0,0,,Grumpy
3019BKXXL,BROTHER LC-3019BK XXL BLACK,-,,,0.0,0,0,,Grumpy
30244, BARRA ADHESIVA 115GR. TORRE ,-,,,0.0,0,0,,Grumpy
30472,Set de globos distintas tematicas 5pcs,-,,,0.0,0,0,,Grumpy
30547,BARRA ADHESIVA 40G TORRE,-,,,0.0,0,0,,Grumpy
30741,LÁPIZ CORRECTOR 7ML TORRE,-,,,0.0,0,0,,Grumpy
31183, SEPARADOR OFICIO CARTULINA AZ TORRE ,-,,,0.0,0,0,,Grumpy
31881,REPUESTO CUCHILLO 18 MM 10 UNI TORRE,-,,,0.0,0,0,,Grumpy
32200001406,Webcam Genius ECam 8000,-,,,0.0,0,0,,Grumpy
32DT70,Pendrive 32GB USB 3.2 DT70 Tipo-C,-,,,0.0,0,0,,Grumpy
32T4300,Smart TV 32T4300 32 HD WiFi,-,,,0.0,0,0,,Grumpy
34054AZ,Lápiz Pasta Pilot Bpt Punta Fina 0.7 Azul,-,,,50.0,0,0,,Grumpy
3484B001,CANON Toner 125 Negro ,-,,,0.0,0,0,,Grumpy
358191,SACO DE PAPEL 12 OFICIO BLANCO 90 GSM FULTONS,-,,,0.0,0,0,,Grumpy
358195, SOBRE SACO REVISTA BLANCO 90 GR. FULTONS 50 U ,-,,,0.0,0,0,,Grumpy
36560,Multifuncional Tinta Color Expression XP-2101 WiFi-Direct,-,,,0.0,0,0,,Grumpy
36655-2," BOLIGRAFO ISOFIT 1,0MM PUNTA MEDIA AZUL CAJA 50 UNI ",-,,,0.0,0,0,,Grumpy
36665-K,SOBRE SACO ISOFIT BLANCO EXTRA OFICIO 100 GR,-,,,0.0,0,0,,Grumpy
366813,CARPETA CPAPEL GOMA EVA 6 HJS. FULTONS,-,,,0.0,0,0,,Grumpy
367085, REGLA METAL 30 CM. FULTONS ,-,,,0.0,0,0,,Grumpy
36939-K,ESTUCHE DE LAPICES PROARTE NIÑO COLOR,-,,,0.0,0,0,,Grumpy
375W750VA,UPS Forza NT 375W 750VA ,-,,,0.0,0,0,,Grumpy
393815,MARCADOR DE PIZARRA DESECH. PTA.RED. NEGRO FULTONS,-,,,0.0,0,0,,Grumpy
393816,MARCADOR DE PIZARRA DESECH. PTA.RED. AZUL FULTONS,-,,,0.0,0,0,,Grumpy
393816X12,MARCADOR DE PIZARRA DESECH. PTA.RED. AZUL FULTONS,-,,,0.0,0,0,,Grumpy
393817,MARCADOR DE PIZARRA DESECH. PTA.RED. ROJO FULTONS,-,,,0.0,0,0,,Grumpy
393817X12,MARCADOR DE PIZARRA DESECH. PTA.RED. ROJO FULTONS CAJA 12 UNIDADES,-,,,0.0,0,0,,Grumpy
393818,MARCADOR DE PIZARRA DESECH. PTA.RED. VERDE FULTONS,-,,,0.0,0,0,,Grumpy
393818X12,MARCADOR DE PIZARRA DESECH. PTA.RED. VERDE FULTONS,-,,,0.0,0,0,,Grumpy
395752,SEPARADOR OF. CART. 6 DIV. BLANCO LAVORO,-,,,0.0,0,0,,Grumpy
3JA50AL,Cartucho original de tinta HP 964 cian 3JA50AL,-,,,0.0,0,0,,Grumpy
3JA51AL,Cartucho original de tinta HP 964 magenta 3JA51AL,-,,,0.0,0,0,,Grumpy
3JA53AL,Cartucho original de tinta HP 964 negro ,-,,,0.0,0,0,,Grumpy
407606, CINTA ADHESIVA ECONOMICA 18MMX30MT FULTONS ,-,,,0.0,0,0,,Grumpy
40mt10A,Alargador carrete 4 tomas,-,,,0.0,0,0,,Grumpy
418387,SET BANDERITAS INDEX 12X44 MM 5 COLORES 20HJS CU LAVORO,-,,,0.0,0,0,,Grumpy
41987,ALCOHOL DESNATURALIZA.DESINFEC. 1LT 70 DIFEM,-,,,0.0,0,0,,Grumpy
42131707,Mascarillas desechables Infantiles cajas de 50 Unidades.,-,,,0.0,0,0,,Grumpy
42251605, MAQUINA DE REHABILITACION TROTADORA,-,,,0.0,0,0,,Grumpy
42271708,Mascarillas de oxígeno médicas,-,,,0.0,0,0,,Grumpy
42cc2T14Lts,Pulverizadora De Espalda 42cc 2T 14Lts Otaru,-,,,0.0,0,0,,Grumpy
43232908,Programas de desvío o conmutación,-,,,0.0,0,0,,Grumpy
PNB435178,DESTACADOR BOLSILLO PTA.BISEL AMARILLO FULTONS,OFICINA,199.0,238.79999999999998,364.0,0,0,,MP Chile
435179,DESTACADOR BOLSILLO PTA.BISEL VERDE FULTONS,-,,,0.0,0,0,,Grumpy
435181,DESTACADOR BOLSILLO PTA.BISEL NARANJO FULTONS,-,,,0.0,0,0,,Grumpy
43tu7090,SmartTV 43TU7090 43 Crystal Ultra HD 4K,-,,,0.0,0,0,,Grumpy
43UP7500, Smart TV 43UP7500 43 Ultra HD 4K WiFi,-,,,0.0,0,0,,Grumpy
44101801,Calculadoras o accesorios,-,,,0.0,0,0,,Grumpy
44112004,Planificadores de reunión,-,,,0.0,0,0,,Grumpy
44121634,Rollos dispensadores de pegamento,-,,,0.0,0,0,,Grumpy
44121704,Lapiz de pasta,-,,,0.0,0,0,,Grumpy
44121705,Portaminas ,-,,,0.0,0,0,,Grumpy
44121708,Destacador De Escritorio Punta Biselada Amarillo stabilo boss o equivalente,-,,,0.0,0,0,,Grumpy
44121709,Destacador De Escritorio Punta Biselada verde stabilo boss o equivalente,-,,,0.0,0,0,,Grumpy
44121710,Destacador De Escritorio Punta Biselada celeste stabilo boss o equivalente,-,,,0.0,0,0,,Grumpy
44122001,Archivador oficio Ancho,-,,,0.0,0,0,,Grumpy
44122104,Clips para papel ,-,,,0.0,0,0,,Grumpy
446953, CINTA EMBALAJE 48MMX30MT TRANSPARENTE FULTONS ,-,,,0.0,0,0,,Grumpy
446954,CINTA EMBALAJE 48MMX100MT TRANSPARENTE FULTONS,-,,,0.0,0,0,,Grumpy
4471336,PAPEL IMPRESIÓN CHAMEX RESMA HOJA TAMAÑO CARTA COLOR BLANCO 500 HOJAS,-,,,0.0,0,0,,Grumpy
44790,SABANILLA TECNOROLL,-,,,0.0,0,0,,Grumpy
45423, PLANIFICADOR MENSUAL ADETEC DISEÑO CON FOLIA  ,-,,,0.0,0,0,,Grumpy
455930,PERFORADORA GRANDE METAL 40HJS NEGRO LAVORO,-,,,0.0,0,0,,Grumpy
458741,LIBRO ADM. ACTA 200HJ MAT 7MM FOLIADO LAVORO,-,,,0.0,0,0,,Grumpy
463095,LÁPIZ PASTA PTA.MEDIA 1.0MM NEGRO CPO TRANSPARENTE FULTONS 50 UNIDADES,-,,,0.0,0,0,,Grumpy
463096,LÁPIZ PASTA PTA.MEDIA 1.0MM ROJO CPO TRANSPARENTE FULTONS 50 UNIDADES,-,,,0.0,0,0,,Grumpy
4GB1333MhzPC3-10600Mem,4GB 1333Mhz PC3-10600 Memoria Ram Notebook Kingston SODIMM KVR1333D3S94G,-,,,0.0,0,0,,Grumpy
5-DW1064LA,NOTEBOOK HP 15-DW1064LA INTEL I7  10510U  12GB 1TB128 SSD ,-,,,0.0,0,0,,Grumpy
50100002,GOMA FACTIS S20 MIGA DE PAN SUAVIZADA,-,,,0.0,0,0,,Grumpy
50320657,TIJERA MAPED SECURITY 13 CM,-,,,0.0,0,0,,Grumpy
505HD,Webcam C505 HD 720p,-,,,0.0,0,0,,Grumpy
507976, CORCHETERA PLÁSTICA 266 246 PLATA LAVORO ,-,,,0.0,0,0,,Grumpy
50TirasdeMedicinGluc,50 Tiras de Medición Glucómetro Yuwell 582  50 Lancetas,-,,,0.0,0,0,,Grumpy
52161505,TELEVISOR SMART TV 55 PULGADAS,-,,,0.0,0,0,,Grumpy
525944,MARCADOR DE PIZARRA DESECH. PTA.FINA. NEGRO LAVORO,-,,,0.0,0,0,,Grumpy
543003,CORRECTOR EN CINTA 6 MTS. X 5 MM RETRACTIL LAVORO,-,,,0.0,0,0,,Grumpy
5469537,JANOME Máquina de coser 311,-,,,0.0,0,0,,Grumpy
55121616,Banderitas autoadhesivas,-,,,0.0,0,0,,Grumpy
55121618,Fundas trasparentes tamaño oficio,-,,,0.0,0,0,,Grumpy
552347, CLIPS N1 TRIANGULAR 100UN TAM.33MM  ,-,,,0.0,0,0,,Grumpy
5641615,hgjg,-,,,0.0,0,0,,Grumpy
5845882,JANOME  Máquina overlock 8002D,-,,,0.0,0,0,,Grumpy
5AC-GEN2U,PBE-5AC-GEN2 UBIQUITI Gen2 ,-,,,0.0,0,0,,Grumpy
5NANO75UH,LED LG NANOCELL 55NANO75 UHD SMART,-,,,0.0,0,0,,Grumpy
60101722,Libretas de notas,-,,,0.0,0,0,,Grumpy
60101722-,Cubo ecológico plegable para oficina con postit - memo set o equivalente,-,,,0.0,0,0,,Grumpy
65095,Cinta lisa colores 5mmx10m,-,,,0.0,0,0,,Grumpy
65WH1x9AH1,FORZA 65WH 1x9AH 1000VA 500W 4-IH-,-,,,0.0,0,0,,Grumpy
69040700-0,Lava Alfombras SE 4001,-,,,0.0,0,0,,Grumpy
70PPR2115N,Proyector LED Philco 2115N 2000 lúmenes,-,,,0.0,0,0,,Grumpy
74361,TEMPERA 12 COLORES INSTANT SOLIDA METALIZADA,-,,,26.0,0,0,,Grumpy
750VA375WP,UPS 750VA375W POWER LINE-INTERACTIVE,-,,,0.0,0,0,,Grumpy
75400E,"Kensington Teclado Ergonómico Pro Fit, Teclas Silenciosas, Inclinación K75400ES",-,,,1.0,0,0,,Grumpy
7616A003,Toner canon 103 Negro ,-,,,0.0,0,0,,Grumpy
77350,Cinta Adhesiva 3M Doble Contacto 9945 18 Mm x 40 M,-,,,1.0,0,0,,Grumpy
78a,HP Toner LaserJet Negro 78A CE278A,-,,,0.0,0,0,,Grumpy
79477,DISPENSADOR ACERO INOXIDABLE TOALLA INTERFOLIADA,-,,,0.0,0,0,,Grumpy
7KW75A,HP Impresora Multifunción LaserJet Pro Color M283FDW 7KW75A,-,,,0.0,0,0,,Grumpy
80017,GLOBOS DE LÁTEX 12PCS 23CM NEGRO,-,,,0.0,0,0,,Grumpy
80053,Globos de látex 25pcs 30cm colores surtidos,-,,,0.0,0,0,,Grumpy
80074,GLOBOS DE LÁTEX 50PCS 23CM AZUL CLARO,-,,,0.0,0,0,,Grumpy
80079,GLOBOS DE LÁTEX 50PCS 23CM AMARILLO,-,,,0.0,0,0,,Grumpy
80089,Globos de látex 50pcs 23cm colores surtidos,-,,,0.0,0,0,,Grumpy
80540,Globos de látex dorado O PLATEADOS  23cm,-,,,0.0,0,0,,Grumpy
80542,GLOBOS DE LÁTEX MULTICOLORES 50PCS 23CM,-,,,0.0,0,0,,Grumpy
80741,GLOBOS DE LÁTEX PERLADO ROJO 30PCS 25.5CM,-,,,0.0,0,0,,Grumpy
80894,GLOBOS CROMADO DORADO 25CM 50UN,-,,,0.0,0,0,,Grumpy
80895,GLOBOS CROMADOS PLATEADO 25CM 10UN,-,,,0.0,0,0,,Grumpy
81136,Globos largos colores surtidos 15pcs 30cm,-,,,0.0,0,0,,Grumpy
81381,Bandeja de Escritorio Trupan Triple Cajón Café,-,,,1.0,0,0,,Grumpy
82HYTP50C,  Hyundai Motobomba a gasolina 2 7 HP,-,,,0.0,0,0,,Grumpy
835205X50,LÁPIZ PASTA PUNTA MEDIA 1.0mm AZUL BIC CAJA 50UNID,-,,,0.0,0,0,,Grumpy
84130,Etiquetas Avery,-,,,0.0,0,0,,Grumpy
85364,SOBRE 12 CARTA BLANCO ( PAQUETE DE 50 UNIDADES),-,,,0.0,0,0,,Grumpy
85375,SOBRE TEKNOFAS SACO BLANCO OFICIO 23 X 30 CM2 UNIDAD,-,,,0.0,0,0,,Grumpy
85376,"SOBRE TEKNOFAS AMERICANO BLANCO 22,8 X 10,6 CM2 80 GR UNIDAD",-,,,0.0,0,0,,Grumpy
86871GRL,Cartulina Opalina Diazol Oficio 200 g Hilada 125 Hojas green,-,,,1.0,0,0,,Grumpy
86871IV,Cartulina Opalina Diazol Oficio 200 g Hilada 125 Hojas Ivory,-,,,1.0,0,0,,Grumpy
86871PI,Cartulina Opalina Diazol Oficio 200 g Hilada 125 Hojas Pink,-,,,1.0,0,0,,Grumpy
88003-001-102,Lector Biometrico Digital Persona U.are.U 4500 Conexión USB,-,,,0.0,0,0,,Grumpy
8GBSoDimmDDR3,Memoria Notebook 8GB SoDimm DDR3 1600MHz Value RAM,-,,,0.0,0,0,,Grumpy
91037,TACO CALENDARIO BUHO ESCRITORIO URAL 264 HOJAS,-,,,0.0,0,0,,Grumpy
9280B001,CANON Tinta PGI-2100XL Cyan,-,,,0.0,0,0,,Grumpy
9281B001,CANON Tinta PGI-2100XL Magenta ,-,,,0.0,0,0,,Grumpy
9282B001,CANON Tinta PGI-2100XL Amarillo ,-,,,0.0,0,0,,Grumpy
95821,Plumón Giotto Turbo Color 36 Colores,-,,,1.0,0,0,,Grumpy
A-C-T-P,LANCETAS ACCU-CHEK SAFE-T-PRO PLUS S,-,,,0.0,0,0,,Grumpy
A001,Tinta Inkjet,-,,,0.0,0,0,,Grumpy
A002,MASCARILLAS,-,,,0.0,0,0,,Grumpy
A003,PAPEL HIG. 4 ROLLOS 500 MT. HS RENDIPEL MAX,-,,,0.0,0,0,,Grumpy
A004,TOALLA PAPEL 2 ROLL.150 MT TECNOROLL 800 GR TECNOROLL,-,,,0.0,0,0,,Grumpy
A005,PAÑO PSACUDIR NARANJO 30X40,-,,,0.0,0,0,,Grumpy
A006,"Tablero con Aro de Básquetbol UK, incluye malla y tornillos",-,,,0.0,0,0,,Grumpy
A007,Aro de Básquetbol con Tablero UK,-,,,0.0,0,0,,Grumpy
A01,ALCOHOL GEL 1 LITRO,-,,,0.0,0,0,,Grumpy
A011,SABANILLA ELITE  ROLLO 50 CMS X 48MTS PLUS ELITE,-,,,0.0,0,0,,Grumpy
A012,SABANILLA ELITE ROLLO 50 CMS X 48MTS PLUS ELITE,-,,,0.0,0,0,,Grumpy
A013,ALCOHOL 70 1LITRO,-,,,0.0,0,0,,Grumpy
A02,PAPEL HIGENICO,-,,,0.0,0,0,,Grumpy
A022,Carrete alargador ,-,,,0.0,0,0,,Grumpy
A030,MICROFONOS INALAMBRICOS,-,,,0.0,0,0,,Grumpy
A10,CUADERNO CALIGRAFIA HORIZONTAL SEGUNDO BASICO CALIGRAFIX,-,,,0.0,0,0,,Grumpy
A11,CUADERNO CALIGRAFIA HORIZONTAL PRIMERO BASICO PRIMER SEMESTRE CALIGRAFIX,-,,,0.0,0,0,,Grumpy
A232,TOALLAS DESINF. VIRUTEX 400 UN BALDE,-,,,0.0,0,0,,Grumpy
A333,Silla Plegable Negra,-,,,0.0,0,0,,Grumpy
A400SATA325,Disco SSD 480GB Kingston A400 SATA3 2.5.,-,,,0.0,0,0,,Grumpy
A474,BOLSA DE LECHE EN POLVO ENTERA NESTLE NIDO BUEN DIA DE 700 GMS,-,,,0.0,0,0,,Grumpy
A503S,PROYECTOR VIEWSONIC PA503S ,-,,,0.0,0,0,,Grumpy
A555,cuadernos caligrafix trazos y letras N2,-,,,0.0,0,0,,Grumpy
A5M5P,Alargador 5Mt 5 Posiciones Con Switch Macrotel,-,,,0.0,0,0,,Grumpy
A7A1231,Alcohol desnaturalizado 70 1 LT CON TAPA,-,,,0.0,0,0,,Grumpy
A887,Apple MacBook Air ,-,,,0.0,0,0,,Grumpy
Abrillantadora17BF522m,Abrillantadora 17 BF522 mango plastico LUSTER,-,,,0.0,0,0,,Grumpy
AC12342,ACIDO MURIATICO USO BAÑO 5L,-,,,0.0,0,0,,Grumpy
ACB27820,CORCHETES RAPID 23/17 Corchetea de 110 a 140 hojas / Caja 1000 unidades /,OFICINA,1322.0,1586.3999999999999,25.0,0,0,,Grumpy
ACB15315,Corchete Optima 70 High Capacity / Medida 3/8/ Contiene 2.500 piezas,OFICINA,,,0.0,0,0,,Grumpy
ACB15340,Mouse Pad Wrist Pillow  Negro (display),OFICINA,,,32.0,0,0,,Grumpy
ACB17109,Corchete 26/6 / Contiene 5.000 piezas ,OFICINA,,,0.0,0,0,,Grumpy
ACB18665,CORCHETE ESTáNDAR 266 CONTIENE 5.000 PIEZAS,OFICINA,,,0.0,0,0,,Grumpy
ACB19933,Apoya Muñecas Wrist Pillow Negro (display),ERGONOMIA,,,32.0,0,0,,Grumpy
ACB23271900,Catridge corchetera 5025E 27788,-,,,0.0,0,0,,Grumpy
ACB23300,TECLADO ANTIDERRAME FOR LIFE USB NEGRO kensington,OFICINA,,,0.0,0,0,,Grumpy
ACB24869400,CORCHETES RAPID 23/12 /PATA DE 12MM DE LARGO / ALAMBRE SUPER REFORZADO GALVANIZADO / PATAS CON BORDE,OFICINA,,,10.0,0,0,,Grumpy
ACB26392,Apoya Muñecas Foam Negro,ERGONOMIA,,,0.0,0,0,,Grumpy
ACB26394,Mouse Pad Comfort Foam Negro (display),-,,,0.0,0,0,,Grumpy
ACB26527,Mochila SP25 15.6 28 Lts.,-,,,0.0,0,0,,Grumpy
ACB26648,MOUSE PRO FIT  USB MID-SIZE  KENSINGTON,OFICINA,,,0.0,0,0,,Grumpy
ACB26653,"Clavadora REXEL General Purpose, Color Gris - Uso Pesado",OFICINA,,,2.0,0,0,,Grumpy
ACB26665,"Clavadora REXEL Value, Color Azul - Uso Liviano",OFICINA,,,0.0,0,0,,Grumpy
